file,sid_count,svd_count,sid_samples,svd_samples,crash
Vanilla\Scenery\Sweets\Candytree03.unique.ovl,0,1,,Candytree03,
Vanilla\Scenery\Sweets\FruitDrop.common.ovl,0,1,,FruitDrop,
Vanilla\Scenery\Sweets\FruitDrop.unique.ovl,0,1,,FruitDrop,
Vanilla\Scenery\Sweets\JellyBean.common.ovl,0,1,,JellyBean,
Vanilla\Scenery\Sweets\JellyBean.unique.ovl,0,1,,JellyBean,
Vanilla\Scenery\Sweets\Lollypop.common.ovl,0,1,,Lollypop,
Vanilla\Scenery\Sweets\Lollypop.unique.ovl,0,1,,Lollypop,
Vanilla\Scenery\Sweets\Marshmallow01.common.ovl,0,1,,Marshmallow01,
Vanilla\Scenery\Sweets\Marshmallow01.unique.ovl,0,1,,Marshmallow01,
Vanilla\Scenery\Sweets\Marshmallow02.common.ovl,0,1,,Marshmallow02,
Vanilla\Scenery\Sweets\Marshmallow02.unique.ovl,0,1,,Marshmallow02,
Vanilla\Scenery\Sweets\SweetThang.common.ovl,0,0,,,
Vanilla\Scenery\Sweets\SweetThang.unique.ovl,0,0,,,
Vanilla\Scenery\Topiary\Club.common.ovl,0,1,,Club,
Vanilla\Scenery\Topiary\Club.unique.ovl,0,1,,Club,
Vanilla\Scenery\Topiary\Cone.common.ovl,0,1,,Cone,
Vanilla\Scenery\Topiary\Cone.unique.ovl,0,1,,Cone,
Vanilla\Scenery\Topiary\CubeShort.common.ovl,0,1,,CubeShort,
Vanilla\Scenery\Topiary\CubeShort.unique.ovl,0,1,,CubeShort,
Vanilla\Scenery\Topiary\CubeTall.common.ovl,0,1,,CubeTall,
Vanilla\Scenery\Topiary\CubeTall.unique.ovl,0,1,,CubeTall,
Vanilla\Scenery\Topiary\CylinderShort.common.ovl,0,1,,CylinderShort,
Vanilla\Scenery\Topiary\CylinderShort.unique.ovl,0,1,,CylinderShort,
Vanilla\Scenery\Topiary\CylinderTall.common.ovl,0,1,,CylinderTall,
Vanilla\Scenery\Topiary\CylinderTall.unique.ovl,0,1,,CylinderTall,
Vanilla\Scenery\Topiary\Diamond.common.ovl,0,1,,Diamond,
Vanilla\Scenery\Topiary\Diamond.unique.ovl,0,1,,Diamond,
Vanilla\Scenery\Topiary\Duck.common.ovl,0,1,,Duck,
Vanilla\Scenery\Topiary\Duck.unique.ovl,0,1,,Duck,
Vanilla\Scenery\Topiary\Heart.common.ovl,0,1,,Heart,
Vanilla\Scenery\Topiary\Heart.unique.ovl,0,1,,Heart,
Vanilla\Scenery\Topiary\Spade.common.ovl,0,1,,Spade,
Vanilla\Scenery\Topiary\Spade.unique.ovl,0,1,,Spade,
Vanilla\Scenery\Topiary\Squirrel.common.ovl,0,1,,Squirrel,
Vanilla\Scenery\Topiary\Squirrel.unique.ovl,0,1,,Squirrel,
Vanilla\Scenery\Topiary\TopiaryTexture.common.ovl,0,0,,,
Vanilla\Scenery\Topiary\TopiaryTexture.unique.ovl,0,0,,,
Vanilla\SceneryUltraLow01.common.ovl,0,0,,,
Vanilla\SceneryUltraLow01.unique.ovl,0,0,,,
Vanilla\ShopsAndStalls\AccessoriesStall\AccessoriesStall.common.ovl,0,1,,AccessoriesStall,
Vanilla\ShopsAndStalls\AccessoriesStall\AccessoriesStall.unique.ovl,0,1,,AccessoriesStall,
Vanilla\ShopsAndStalls\BalloonStall\BalloonStall.common.ovl,0,1,,BalloonStall,
Vanilla\ShopsAndStalls\BalloonStall\BalloonStall.unique.ovl,0,1,,BalloonStall,
Vanilla\ShopsAndStalls\BeanieHat\BeanieHat.common.ovl,0,1,,beaniehat,
Vanilla\ShopsAndStalls\BeanieHat\BeanieHat.unique.ovl,0,1,,beaniehat,
Vanilla\ShopsAndStalls\BurgerStall\BurgerStall.common.ovl,0,1,,BurgerStall,
Vanilla\ShopsAndStalls\BurgerStall\BurgerStall.unique.ovl,0,1,,BurgerStall,
Vanilla\ShopsAndStalls\CandyFlossStall\CandyFlossStall.common.ovl,0,1,,CandyFlossStall,
Vanilla\ShopsAndStalls\CandyFlossStall\CandyFlossStall.unique.ovl,0,1,,CandyFlossStall,
Vanilla\ShopsAndStalls\ChickenHouse\ChickenStall.common.ovl,0,1,,ChickenStall,
Vanilla\ShopsAndStalls\ChickenHouse\ChickenStall.unique.ovl,0,1,,ChickenStall,
Vanilla\ShopsAndStalls\CoffeeStall\CoffeeStall.common.ovl,0,1,,coffeestall,
Vanilla\ShopsAndStalls\CoffeeStall\CoffeeStall.unique.ovl,0,1,,coffeestall,
Vanilla\ShopsAndStalls\CookieStall\CookieStall.common.ovl,0,1,,CookieStall,
Vanilla\ShopsAndStalls\CookieStall\CookieStall.unique.ovl,0,1,,CookieStall,
Vanilla\ShopsAndStalls\DonutStall\DonutStall.common.ovl,0,1,,DonutStall,
Vanilla\ShopsAndStalls\DonutStall\DonutStall.unique.ovl,0,1,,DonutStall,
Vanilla\ShopsAndStalls\DrinkStall\DrinkStall.common.ovl,0,1,,DrinkStall,
Vanilla\ShopsAndStalls\DrinkStall\DrinkStall.unique.ovl,0,1,,DrinkStall,
Vanilla\ShopsAndStalls\FrenchFryStall\FrenchFryStall.common.ovl,0,1,,FrenchFryStall,
Vanilla\ShopsAndStalls\FrenchFryStall\FrenchFryStall.unique.ovl,0,1,,FrenchFryStall,
Vanilla\ShopsAndStalls\GenericStall\GenericStall.common.ovl,0,1,,GenericStall,
Vanilla\ShopsAndStalls\GenericStall\GenericStall.unique.ovl,0,1,,GenericStall,
Vanilla\ShopsAndStalls\GenericStallSigns\GenericStallSigns01.common.ovl,0,1,,GenericStallSigns01,
Vanilla\ShopsAndStalls\GenericStallSigns\GenericStallSigns01.unique.ovl,0,1,,GenericStallSigns01,
Vanilla\ShopsAndStalls\GenericStallSigns\GenericStallSigns02.common.ovl,0,1,,GenericStallSigns02,
Vanilla\ShopsAndStalls\GenericStallSigns\GenericStallSigns02.unique.ovl,0,1,,GenericStallSigns02,
Vanilla\ShopsAndStalls\GenericStallSigns\GenericStallSigns03.common.ovl,0,1,,GenericStallSigns03,
Vanilla\ShopsAndStalls\GenericStallSigns\GenericStallSigns03.unique.ovl,0,1,,GenericStallSigns03,
Vanilla\ShopsAndStalls\GenericStallSigns\ulowtextures.common.ovl,0,0,,,
Vanilla\ShopsAndStalls\GenericStallSigns\ulowtextures.unique.ovl,0,0,,,
Vanilla\ShopsAndStalls\HersheyStall\HersheyStall.common.ovl,0,1,,HersheyStall,
Vanilla\ShopsAndStalls\HersheyStall\HersheyStall.unique.ovl,0,1,,HersheyStall,
Vanilla\ShopsAndStalls\HotChocolateStall\HotChocolateStall.common.ovl,0,1,,HotChocolateStall,
Vanilla\ShopsAndStalls\HotChocolateStall\HotChocolateStall.unique.ovl,0,1,,HotChocolateStall,
Vanilla\ShopsAndStalls\HotDogStall\HotDogStall.common.ovl,0,1,,HotDogStall,
Vanilla\ShopsAndStalls\HotDogStall\HotDogStall.unique.ovl,0,1,,HotDogStall,
Vanilla\ShopsAndStalls\IceCreamStall\IceCreamStall.common.ovl,0,1,,IceCreamStall,
Vanilla\ShopsAndStalls\IceCreamStall\IceCreamStall.unique.ovl,0,1,,IceCreamStall,
Vanilla\ShopsAndStalls\InflatablesStall\InflatableStall.common.ovl,0,1,,InflatableStall,
Vanilla\ShopsAndStalls\InflatablesStall\InflatableStall.unique.ovl,0,1,,InflatableStall,
Vanilla\ShopsAndStalls\informationkiosk\infokiosk.common.ovl,0,1,,infokiosk,
Vanilla\ShopsAndStalls\informationkiosk\infokiosk.unique.ovl,0,1,,infokiosk,
Vanilla\ShopsAndStalls\LemonadeStall\LemonadeStall.common.ovl,0,1,,LemonadeStall,
Vanilla\ShopsAndStalls\LemonadeStall\LemonadeStall.unique.ovl,0,1,,LemonadeStall,
Vanilla\ShopsAndStalls\PizzaStall\PizzaStall.common.ovl,0,1,,PizzaStall,
Vanilla\ShopsAndStalls\PizzaStall\PizzaStall.unique.ovl,0,1,,PizzaStall,
Vanilla\ShopsAndStalls\PretzelStall\PretzelStall.common.ovl,0,1,,PretzelStall,
Vanilla\ShopsAndStalls\PretzelStall\PretzelStall.unique.ovl,0,1,,PretzelStall,
Vanilla\ShopsAndStalls\Shops.common.ovl,0,0,,,
Vanilla\ShopsAndStalls\Shops.unique.ovl,0,0,,,
Vanilla\ShopsAndStalls\ShopsandStalls.common.ovl,0,0,,,
Vanilla\ShopsAndStalls\ShopsandStalls.unique.ovl,0,0,,,
Vanilla\ShopsAndStalls\SouvenierStall\SouvenierStall.common.ovl,0,1,,SouvenierStall,
Vanilla\ShopsAndStalls\SouvenierStall\SouvenierStall.unique.ovl,0,1,,SouvenierStall,
Vanilla\ShopsAndStalls\SubStall\SubStall.common.ovl,0,1,,SubStall,
Vanilla\ShopsAndStalls\SubStall\SubStall.unique.ovl,0,1,,SubStall,
Vanilla\ShopsAndStalls\SuncremeStall\SuncremeStall.common.ovl,0,1,,SuncremeStall,
Vanilla\ShopsAndStalls\SuncremeStall\SuncremeStall.unique.ovl,0,1,,SuncremeStall,
Vanilla\ShopsAndStalls\SunglassesStall\SunglassesStall.common.ovl,0,1,,SunglassesStall,
Vanilla\ShopsAndStalls\SunglassesStall\SunglassesStall.unique.ovl,0,1,,SunglassesStall,
Vanilla\ShopsAndStalls\SwimSuitStall\SwimSuitStall.common.ovl,0,1,,swimsuitstall,
Vanilla\ShopsAndStalls\SwimSuitStall\SwimSuitStall.unique.ovl,0,1,,swimsuitstall,
Vanilla\ShopsAndStalls\ToffeeAppleStand\ToffeeAppleStand.common.ovl,0,1,,ToffeeAppleStand,
Vanilla\ShopsAndStalls\ToffeeAppleStand\ToffeeAppleStand.unique.ovl,0,1,,ToffeeAppleStand,
Vanilla\ShopsAndStalls\TshirtStall\StripyTshirtStall.common.ovl,0,1,,StripyTshirtStall,
Vanilla\ShopsAndStalls\TshirtStall\StripyTshirtStall.unique.ovl,0,1,,StripyTshirtStall,
Vanilla\ShopsAndStalls\TshirtStall2\TshirtStall2.common.ovl,0,1,,tshirtstall2,
Vanilla\ShopsAndStalls\TshirtStall2\TshirtStall2.unique.ovl,0,1,,tshirtstall2,
Vanilla\ShopsAndStalls\UmbrellaStall\UmbrellaStall.common.ovl,0,1,,UmbrellaStall,
Vanilla\ShopsAndStalls\UmbrellaStall\UmbrellaStall.unique.ovl,0,1,,UmbrellaStall,
Vanilla\Shrubs\3dShrubs\Bush01.common.ovl,0,1,,Bush01,
Vanilla\Shrubs\3dShrubs\Bush01.unique.ovl,0,1,,Bush01,
Vanilla\Shrubs\3dShrubs\Bush02.common.ovl,0,1,,Bush02,
Vanilla\Shrubs\3dShrubs\Bush02.unique.ovl,0,1,,Bush02,
Vanilla\Shrubs\3dShrubs\Bush03.common.ovl,0,1,,Bush03,
Vanilla\Shrubs\3dShrubs\Bush03.unique.ovl,0,1,,Bush03,
Vanilla\Shrubs\3dShrubs\Bush04.common.ovl,0,1,,Bush04,
Vanilla\Shrubs\3dShrubs\Bush04.unique.ovl,0,1,,Bush04,
Vanilla\Shrubs\3dShrubs\BushTexture.common.ovl,0,0,,,
Vanilla\Shrubs\3dShrubs\BushTexture.unique.ovl,0,0,,,
Vanilla\Shrubs\3dShrubs\BushTexture02.common.ovl,0,0,,,
Vanilla\Shrubs\3dShrubs\BushTexture02.unique.ovl,0,0,,,
Vanilla\Shrubs\3dShrubs\Hedgerow01.common.ovl,0,1,,Hedgerow01,
Vanilla\Shrubs\3dShrubs\Hedgerow01.unique.ovl,0,1,,Hedgerow01,
Vanilla\Shrubs\BBBush01.common.ovl,0,1,,BBBush01,
Vanilla\Shrubs\BBBush01.unique.ovl,0,1,,BBBush01,
Vanilla\Shrubs\BBBush02.common.ovl,0,1,,BBBush02,
Vanilla\Shrubs\BBBush02.unique.ovl,0,1,,BBBush02,
Vanilla\Shrubs\BBBush03.common.ovl,0,1,,BBBush03,
Vanilla\Shrubs\BBBush03.unique.ovl,0,1,,BBBush03,
Vanilla\Shrubs\BBBush04.common.ovl,0,1,,BBBush04,
Vanilla\Shrubs\BBBush04.unique.ovl,0,1,,BBBush04,
Vanilla\Style.common.ovl,293,0,StandardExit|chairswing|Van_Wall_Doors,,
Vanilla\Style.unique.ovl,293,0,StandardExit|chairswing|Van_Wall_Doors,,
Vanilla\TerrainSurfaces\CapObjects\Cap_1x1.common.ovl,0,1,,Cap_1x1,
Vanilla\TerrainSurfaces\CapObjects\Cap_1x1.unique.ovl,0,1,,Cap_1x1,
Vanilla\TerrainSurfaces\CapObjects\Cap_1x1Block.common.ovl,0,1,,Cap_1x1Block,
Vanilla\TerrainSurfaces\CapObjects\Cap_1x1Block.unique.ovl,0,1,,Cap_1x1Block,
Vanilla\TerrainSurfaces\CapObjects\Cap_1x1Block2.common.ovl,0,1,,Cap_1x1Block2,
Vanilla\TerrainSurfaces\CapObjects\Cap_1x1Block2.unique.ovl,0,1,,Cap_1x1Block2,
Vanilla\TerrainSurfaces\CapObjects\Cap_3x3.common.ovl,0,1,,Cap_3x3,
Vanilla\TerrainSurfaces\CapObjects\Cap_3x3.unique.ovl,0,1,,Cap_3x3,
Vanilla\TerrainSurfaces\CapObjects\Cap_3x3Block.common.ovl,0,1,,Cap_3x3Block,
Vanilla\TerrainSurfaces\CapObjects\Cap_3x3Block.unique.ovl,0,1,,Cap_3x3Block,
Vanilla\TerrainSurfaces\CapObjects\Cap_3x3Block2.common.ovl,0,1,,Cap_3x3Block2,
Vanilla\TerrainSurfaces\CapObjects\Cap_3x3Block2.unique.ovl,0,1,,Cap_3x3Block2,
Vanilla\TerrainSurfaces\Concrete\Concrete_Entrance1_1x1.common.ovl,0,1,,Concrete_Entrance1_1x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Entrance1_1x1.unique.ovl,0,1,,Concrete_Entrance1_1x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Entrance3_3x1.common.ovl,0,1,,Concrete_Entrance3_3x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Entrance3_3x1.unique.ovl,0,1,,Concrete_Entrance3_3x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Entrance4_2x1.common.ovl,0,1,,Concrete_Entrance4_2x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Entrance4_2x1.unique.ovl,0,1,,Concrete_Entrance4_2x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch1_1x1.common.ovl,0,1,,Concrete_Porch1_1x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch1_1x1.unique.ovl,0,1,,Concrete_Porch1_1x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch2_1x1.common.ovl,0,1,,Concrete_Porch2_1x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch2_1x1.unique.ovl,0,1,,Concrete_Porch2_1x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch3_3x1.common.ovl,0,1,,Concrete_Porch3_3x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch3_3x1.unique.ovl,0,1,,Concrete_Porch3_3x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch4_2x1.common.ovl,0,1,,Concrete_Porch4_2x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_Porch4_2x1.unique.ovl,0,1,,Concrete_Porch4_2x1,
Vanilla\TerrainSurfaces\Concrete\Concrete_TunnelTextures.common.ovl,0,0,,,
Vanilla\TerrainSurfaces\Concrete\Concrete_TunnelTextures.unique.ovl,0,0,,,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance1_1x1.common.ovl,0,1,,Metal_Entrance1_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance1_1x1.unique.ovl,0,1,,Metal_Entrance1_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance2_1x1.common.ovl,0,1,,Metal_Entrance2_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance2_1x1.unique.ovl,0,1,,Metal_Entrance2_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance3_3x1.common.ovl,0,1,,Metal_Entrance3_3x1,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance3_3x1.unique.ovl,0,1,,Metal_Entrance3_3x1,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance4_2x1.common.ovl,0,1,,Metal_Entrance4_2x1,
Vanilla\TerrainSurfaces\Metal\Metal_Entrance4_2x1.unique.ovl,0,1,,Metal_Entrance4_2x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch1_1x1.common.ovl,0,1,,Metal_Porch1_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch1_1x1.unique.ovl,0,1,,Metal_Porch1_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch2_1x1.common.ovl,0,1,,Metal_Porch2_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch2_1x1.unique.ovl,0,1,,Metal_Porch2_1x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch3_3x1.common.ovl,0,1,,Metal_Porch3_3x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch3_3x1.unique.ovl,0,1,,Metal_Porch3_3x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch4_2x1.common.ovl,0,1,,Metal_Porch4_2x1,
Vanilla\TerrainSurfaces\Metal\Metal_Porch4_2x1.unique.ovl,0,1,,Metal_Porch4_2x1,
Vanilla\TerrainSurfaces\Metal\Metal_TunnelTextures.common.ovl,0,0,,,
Vanilla\TerrainSurfaces\Metal\Metal_TunnelTextures.unique.ovl,0,0,,,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance1_1x1.common.ovl,0,1,,Rock_Entrance1_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance1_1x1.unique.ovl,0,1,,Rock_Entrance1_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance2_1x1.common.ovl,0,1,,Rock_Entrance2_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance2_1x1.unique.ovl,0,1,,Rock_Entrance2_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance3_3x1.common.ovl,0,1,,Rock_Entrance3_3x1,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance3_3x1.unique.ovl,0,1,,Rock_Entrance3_3x1,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance4_2x1.common.ovl,0,1,,Rock_Entrance4_2x1,
Vanilla\TerrainSurfaces\Rock\Rock_Entrance4_2x1.unique.ovl,0,1,,Rock_Entrance4_2x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch1_1x1.common.ovl,0,1,,Rock_Porch1_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch1_1x1.unique.ovl,0,1,,Rock_Porch1_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch2_1x1.common.ovl,0,1,,Rock_Porch2_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch2_1x1.unique.ovl,0,1,,Rock_Porch2_1x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch3_3x1.common.ovl,0,1,,Rock_Porch3_3x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch3_3x1.unique.ovl,0,1,,Rock_Porch3_3x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch4_2x1.common.ovl,0,1,,Rock_Porch4_2x1,
Vanilla\TerrainSurfaces\Rock\Rock_Porch4_2x1.unique.ovl,0,1,,Rock_Porch4_2x1,
Vanilla\TerrainSurfaces\Rock\Rock_TunnelTextures.common.ovl,0,0,,,
Vanilla\TerrainSurfaces\Rock\Rock_TunnelTextures.unique.ovl,0,0,,,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance1_1x1.common.ovl,0,1,,Wooden_Entrance1_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance1_1x1.unique.ovl,0,1,,Wooden_Entrance1_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance2_1x1.common.ovl,0,1,,Wooden_Entrance2_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance2_1x1.unique.ovl,0,1,,Wooden_Entrance2_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance3_3x1.common.ovl,0,1,,Wooden_Entrance3_3x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance3_3x1.unique.ovl,0,1,,Wooden_Entrance3_3x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance4_2x1.common.ovl,0,1,,Wooden_Entrance4_2x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Entrance4_2x1.unique.ovl,0,1,,Wooden_Entrance4_2x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch1_1x1.common.ovl,0,1,,Wooden_Porch1_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch1_1x1.unique.ovl,0,1,,Wooden_Porch1_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch2_1x1.common.ovl,0,1,,Wooden_Porch2_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch2_1x1.unique.ovl,0,1,,Wooden_Porch2_1x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch3_3x1.common.ovl,0,1,,Wooden_Porch3_3x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch3_3x1.unique.ovl,0,1,,Wooden_Porch3_3x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch4_2x1.common.ovl,0,1,,Wooden_Porch4_2x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_Porch4_2x1.unique.ovl,0,1,,Wooden_Porch4_2x1,
Vanilla\TerrainSurfaces\Wooden\Wooden_TunnelTextures.common.ovl,0,0,,,
Vanilla\TerrainSurfaces\Wooden\Wooden_TunnelTextures.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\BushyGreen01.common.ovl,0,1,,BushyGreen01,
Vanilla\trees\3dTrees\BushyGreen01.unique.ovl,0,1,,BushyGreen01,
Vanilla\trees\3dTrees\BushyGreen02.common.ovl,0,1,,BushyGreen02,
Vanilla\trees\3dTrees\BushyGreen02.unique.ovl,0,1,,BushyGreen02,
Vanilla\trees\3dTrees\BushyGreen03.common.ovl,0,1,,BushyGreen03,
Vanilla\trees\3dTrees\BushyGreen03.unique.ovl,0,1,,BushyGreen03,
Vanilla\trees\3dTrees\DarkGreen01.common.ovl,0,1,,DarkGreen01,
Vanilla\trees\3dTrees\DarkGreen01.unique.ovl,0,1,,DarkGreen01,
Vanilla\trees\3dTrees\DarkGreen02.common.ovl,0,1,,DarkGreen02,
Vanilla\trees\3dTrees\DarkGreen02.unique.ovl,0,1,,DarkGreen02,
Vanilla\trees\3dTrees\LargeGreen01.common.ovl,0,1,,LargeGreen01,
Vanilla\trees\3dTrees\LargeGreen01.unique.ovl,0,1,,LargeGreen01,
Vanilla\trees\3dTrees\LargeGreen02.common.ovl,0,1,,LargeGreen02,
Vanilla\trees\3dTrees\LargeGreen02.unique.ovl,0,1,,LargeGreen02,
Vanilla\trees\3dTrees\LargeGreenTexture.common.ovl,0,0,,,
Vanilla\trees\3dTrees\LargeGreenTexture.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\LightGreen01.common.ovl,0,1,,LightGreen01,
Vanilla\trees\3dTrees\LightGreen01.unique.ovl,0,1,,LightGreen01,
Vanilla\trees\3dTrees\LightGreen02.common.ovl,0,1,,LightGreen02,
Vanilla\trees\3dTrees\LightGreen02.unique.ovl,0,1,,LightGreen02,
Vanilla\trees\3dTrees\LowPolyTexture.common.ovl,0,0,,,
Vanilla\trees\3dTrees\LowPolyTexture.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\OakTree01.common.ovl,0,1,,OakTree01,
Vanilla\trees\3dTrees\OakTree01.unique.ovl,0,1,,OakTree01,
Vanilla\trees\3dTrees\OakTree02.common.ovl,0,1,,OakTree02,
Vanilla\trees\3dTrees\OakTree02.unique.ovl,0,1,,OakTree02,
Vanilla\trees\3dTrees\OakTree03.common.ovl,0,1,,OakTree03,
Vanilla\trees\3dTrees\OakTree03.unique.ovl,0,1,,OakTree03,
Vanilla\trees\3dTrees\OakTreeTexture.common.ovl,0,0,,,
Vanilla\trees\3dTrees\OakTreeTexture.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\PineTree01.common.ovl,0,1,,PineTree01,
Vanilla\trees\3dTrees\PineTree01.unique.ovl,0,1,,PineTree01,
Vanilla\trees\3dTrees\PineTree02.common.ovl,0,1,,PineTree02,
Vanilla\trees\3dTrees\PineTree02.unique.ovl,0,1,,PineTree02,
Vanilla\trees\3dTrees\PineTree03.common.ovl,0,1,,PineTree03,
Vanilla\trees\3dTrees\PineTree03.unique.ovl,0,1,,PineTree03,
Vanilla\trees\3dTrees\PineTreeTexture.common.ovl,0,0,,,
Vanilla\trees\3dTrees\PineTreeTexture.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\RedTree01.common.ovl,0,1,,RedTree01,
Vanilla\trees\3dTrees\RedTree01.unique.ovl,0,1,,RedTree01,
Vanilla\trees\3dTrees\RedTree02.common.ovl,0,1,,RedTree02,
Vanilla\trees\3dTrees\RedTree02.unique.ovl,0,1,,RedTree02,
Vanilla\trees\3dTrees\RedTreeTexture.common.ovl,0,0,,,
Vanilla\trees\3dTrees\RedTreeTexture.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\TallGreenTexture.common.ovl,0,0,,,
Vanilla\trees\3dTrees\TallGreenTexture.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\TreeLowLodPage01.common.ovl,0,0,,,
Vanilla\trees\3dTrees\TreeLowLodPage01.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\TreeLowLodPage02.common.ovl,0,0,,,
Vanilla\trees\3dTrees\TreeLowLodPage02.unique.ovl,0,0,,,
Vanilla\trees\3dTrees\YellowTree01.common.ovl,0,1,,YellowTree01,
Vanilla\trees\3dTrees\YellowTree01.unique.ovl,0,1,,YellowTree01,
Vanilla\trees\3dTrees\YellowTree02.common.ovl,0,1,,YellowTree02,
Vanilla\trees\3dTrees\YellowTree02.unique.ovl,0,1,,YellowTree02,
Vanilla\trees\BBBushyGreen01.common.ovl,0,1,,BBBushyGreen01,
Vanilla\trees\BBBushyGreen01.unique.ovl,0,1,,BBBushyGreen01,
Vanilla\trees\BBBushyGreen02.common.ovl,0,1,,BBBushyGreen02,
Vanilla\trees\BBBushyGreen02.unique.ovl,0,1,,BBBushyGreen02,
Vanilla\trees\BBBushyGreen03.common.ovl,0,1,,BBBushyGreen03,
Vanilla\trees\BBBushyGreen03.unique.ovl,0,1,,BBBushyGreen03,
Vanilla\trees\BBDarkGreen01.common.ovl,0,1,,BBDarkGreen01,
Vanilla\trees\BBDarkGreen01.unique.ovl,0,1,,BBDarkGreen01,
Vanilla\trees\BBDarkGreen02.common.ovl,0,1,,BBDarkGreen02,
Vanilla\trees\BBDarkGreen02.unique.ovl,0,1,,BBDarkGreen02,
Vanilla\trees\BBLargeGreen01.common.ovl,0,1,,BBLargeGreen01,
Vanilla\trees\BBLargeGreen01.unique.ovl,0,1,,BBLargeGreen01,
Vanilla\trees\BBLargeGreen02.common.ovl,0,1,,BBLargeGreen02,
Vanilla\trees\BBLargeGreen02.unique.ovl,0,1,,BBLargeGreen02,
Vanilla\trees\BBLightGreen01.common.ovl,0,1,,BBLightGreen01,
Vanilla\trees\BBLightGreen01.unique.ovl,0,1,,BBLightGreen01,
Vanilla\trees\BBLightGreen02.common.ovl,0,1,,BBLightGreen02,
Vanilla\trees\BBLightGreen02.unique.ovl,0,1,,BBLightGreen02,
Vanilla\trees\BBOakTree01.common.ovl,0,1,,BBOakTree01,
Vanilla\trees\BBOakTree01.unique.ovl,0,1,,BBOakTree01,
